x-grades
-865941240789486583/4000000000000000
-425900511799372283/2000000000000000
-837660806408002549/4000000000000000
-205880147304315133/1000000000000000
-161876074405303703/800000000000000
-397620077417888249/2000000000000000
-781099937645034481/4000000000000000
-47934982528393279/250000000000000
-752819503263550447/4000000000000000
-73867928607280843/400000000000000
-724539068882066413/4000000000000000
-177599712922831099/1000000000000000
-696258634500582379/4000000000000000
-341059208654920181/2000000000000000
-133595640023819669/800000000000000
-81729747866044541/500000000000000
-639697765737614311/4000000000000000
-312778774273436147/2000000000000000
-611417331356130277/4000000000000000
-29863855708269413/200000000000000
-583136896974646243/4000000000000000
-284498339891952113/2000000000000000
-554856462593162209/4000000000000000
-16897382668825631/125000000000000
-21063041128467127/160000000000000
-256217905510468079/2000000000000000
-498295593830194141/4000000000000000
-121038844159863031/1000000000000000
-470015159448710107/4000000000000000
-45587494225796809/400000000000000
-441734725067226073/4000000000000000
-53449313484560507/500000000000000
-413454290685742039/4000000000000000
-199657036747500011/2000000000000000
-77034771260851601/800000000000000
-92758409778378997/1000000000000000
-356893421922773971/4000000000000000
-171376602366015977/2000000000000000
-328612987541289937/4000000000000000
-3930909629381849/50000000000000

y-grades
0
398939/62500
1932703/250000
2176669/250000
1766953/200000
9545217/1000000

Dimensions > 0:
(0, 0, 1)
(0, 1, 1)
(0, 2, 1)
(0, 3, 1)
(0, 4, 1)
(0, 5, 1)

(1, 0, 1)
(1, 1, 1)
(1, 2, 1)
(1, 3, 1)
(1, 4, 1)
(1, 5, 1)

(2, 0, 3)
(2, 1, 3)
(2, 2, 3)
(2, 3, 3)
(2, 4, 3)
(2, 5, 3)

(3, 0, 4)
(3, 1, 4)
(3, 2, 4)
(3, 3, 4)
(3, 4, 4)
(3, 5, 4)

(4, 0, 5)
(4, 1, 5)
(4, 2, 5)
(4, 3, 5)
(4, 4, 5)
(4, 5, 5)

(5, 0, 5)
(5, 1, 5)
(5, 2, 5)
(5, 3, 5)
(5, 4, 5)
(5, 5, 5)

(6, 0, 6)
(6, 1, 6)
(6, 2, 6)
(6, 3, 6)
(6, 4, 6)
(6, 5, 6)

(7, 0, 6)
(7, 1, 6)
(7, 2, 6)
(7, 3, 6)
(7, 4, 6)
(7, 5, 6)

(8, 0, 6)
(8, 1, 6)
(8, 2, 6)
(8, 3, 6)
(8, 4, 6)
(8, 5, 6)

(9, 0, 10)
(9, 1, 10)
(9, 2, 10)
(9, 3, 10)
(9, 4, 10)
(9, 5, 10)

(10, 0, 21)
(10, 1, 21)
(10, 2, 21)
